dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
110265,110,265,1968,.000058000001,.0088710003,4,4,0,3,9,1,-9,4982,2,0,0,0,0,0,3,.99350429,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110290,110,290,1968,.000058000001,.014085,4,4,0,3,7,1,-7,5395,2,0,0,0,0,0,3,.99589902,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110305,110,305,1968,.000058000001,.003207,4,4,10,3,0,1,10,5163,2,0,0,0,0,0,3,.98223585,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110310,110,310,1968,.000058000001,.0042409999,4,4,0,3,7,1,-7,5283,2,0,0,0,0,0,3,.98650849,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110315,110,315,1968,.000058000001,.010217,4,4,,3,,1,,5096,2,0,0,0,0,0,3,.9943552,0,,1,0,3,0,0,0,,,,,,,
110325,110,325,1968,.000058000001,.020675,4,4,10,3,0,1,10,4917,2,0,0,0,0,0,3,.99720252,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110338,110,338,1968,.000058000001,.000037999998,4,4,,3,,1,,4980,2,0,0,0,0,0,3,.60416669,0,,1,0,3,0,0,0,,,,,,,
110339,110,339,1968,.000058000001,.00062800001,4,4,0,3,9,1,-9,5292,2,0,0,0,0,0,3,.91545188,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110345,110,345,1968,.000058000001,.0050670002,4,4,0,3,7,1,-7,5338,2,0,0,0,0,0,3,.98868293,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110350,110,350,1968,.000058000001,.0026,4,4,0,3,7,1,-7,5495,2,0,0,0,0,0,3,.9781791,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110352,110,352,1968,.000058000001,.000062999999,4,4,7,3,0,1,7,6040,2,0,0,0,0,0,3,.52066118,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110355,110,355,1968,.000058000001,.0034640001,4,4,0,3,7,1,-7,5474,2,0,0,0,0,0,3,.98353207,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110360,110,360,1968,.000058000001,.006945,4,4,0,3,7,1,-7,5613,2,0,0,0,0,0,3,.99171782,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110365,110,365,1968,.000058000001,.163422,4,4,0,3,7,1,-7,6058,2,0,0,0,0,0,3,.99964523,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110375,110,375,1968,.000058000001,.001595,4,4,10,3,0,1,10,5581,2,0,0,0,0,0,3,.9649123,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110380,110,380,1968,.000058000001,.0051409998,4,4,10,3,0,1,10,5335,2,0,0,0,0,0,3,.98884404,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110385,110,385,1968,.000058000001,.001939,4,4,10,3,0,1,10,5094,2,0,0,0,0,0,3,.97095644,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110390,110,390,1968,.000058000001,.001958,4,4,10,3,0,1,10,5090,2,0,0,0,0,0,3,.97123015,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110395,110,395,1968,.000058000001,.000036000001,4,4,10,3,0,1,10,4349,2,0,0,0,0,0,3,.61702126,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110411,110,411,1968,.000058000001,.000015,4,4,,3,,1,,4612,0,0,0,0,0,0,1,.79452056,0,,1,0,1,0,0,0,,,,,,,
110420,110,420,1968,.000058000001,.000021,4,4,10,3,0,1,10,2864,2,0,0,0,0,0,3,.73417723,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110432,110,432,1968,.000058000001,.00033400001,4,4,0,3,7,1,-7,3439,2,0,0,0,0,0,3,.85204083,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110433,110,433,1968,.000058000001,.00043300001,4,4,0,3,7,1,-7,2816,2,0,0,0,0,0,3,.88187373,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110434,110,434,1968,.000058000001,.000182,4,4,0,3,7,1,-7,4173,2,0,0,0,0,0,3,.75833333,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110435,110,435,1968,.000058000001,.000073000003,4,4,0,3,7,1,-7,2948,2,0,0,0,0,0,3,.55725193,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110436,110,436,1968,.000058000001,.000193,4,4,0,3,7,1,-7,4121,2,0,0,0,0,0,3,.7689243,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110437,110,437,1968,.000058000001,.000379,4,4,0,3,9,1,-9,3630,2,0,0,0,0,0,3,.86727691,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110438,110,438,1968,.000058000001,.00030300001,4,4,0,3,9,1,-9,3047,2,0,0,0,0,0,3,.8393352,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110439,110,439,1968,.000058000001,.00026599999,4,4,0,3,7,1,-7,3876,2,0,0,0,0,0,3,.82098764,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110450,110,450,1968,.000058000001,.000102,4,4,0,3,6,1,-6,3253,2,0,0,0,0,0,3,.63749999,0,-6,1,0,3,0,0,0,.9984837400819305,,,,,,
110451,110,451,1968,.000058000001,.000185,4,4,4,3,2,1,2,3079,2,0,0,0,0,0,3,.76131684,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110452,110,452,1968,.000058000001,.00077799999,4,4,0,3,7,1,-7,3983,2,0,0,0,0,0,3,.93062198,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110461,110,461,1968,.000058000001,.00013499999,4,4,0,3,7,1,-7,4078,2,0,0,0,0,0,3,.69948184,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110471,110,471,1968,.000058000001,.00046400001,4,4,0,3,7,1,-7,4800,2,0,0,0,0,0,3,.8888889,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110475,110,475,1968,.000058000001,.0046470002,4,4,0,3,7,1,-7,4473,2,0,0,0,0,0,3,.98767269,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110481,110,481,1968,.000058000001,.000065,4,4,0,3,7,1,-7,4684,2,0,0,0,0,0,3,.52845526,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110482,110,482,1968,.000058000001,.00012899999,4,4,0,3,9,1,-9,5281,2,0,0,0,0,0,3,.68983954,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110483,110,483,1968,.000058000001,.000214,4,4,0,3,9,1,-9,4995,2,0,0,0,0,0,3,.78676468,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110484,110,484,1968,.000058000001,.00017,4,4,0,3,7,1,-7,5128,2,0,0,0,0,0,3,.74561405,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110490,110,490,1968,.000058000001,.001963,4,4,0,3,9,1,-9,5129,2,0,0,0,0,0,3,.97130132,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110500,110,500,1968,.000058000001,.000558,4,4,0,3,6,1,-6,6273,2,0,0,0,0,0,3,.90584415,0,-6,1,0,3,0,0,0,.9984837400819305,,,,,,
110501,110,501,1968,.000058000001,.00076299999,4,4,3,3,3,1,0,6577,2,0,0,0,0,0,3,.92935443,0,0,1,0,3,0,0,0,.9984837400819305,,,,,,
110510,110,510,1968,.000058000001,.00073000003,4,4,0,3,7,1,-7,6788,2,0,0,0,0,0,3,.92639595,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110516,110,516,1968,.000058000001,.000176,4,4,0,3,7,1,-7,6083,2,0,0,0,0,0,3,.75213677,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110517,110,517,1968,.000058000001,.00017699999,4,4,1,3,6,1,-5,6119,2,0,0,0,0,0,3,.75319147,0,-5,1,0,3,0,0,0,.9984837400819305,,,,,,
110520,110,520,1968,.000058000001,.000239,4,4,7,3,0,1,7,7136,2,0,0,0,0,0,3,.80471379,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110530,110,530,1968,.000058000001,.001754,4,4,0,3,9,1,-9,6616,2,0,0,0,0,0,3,.96799117,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110551,110,551,1968,.000058000001,.000485,4,4,3,3,3,1,0,6114,2,0,0,0,0,0,3,.89318597,0,0,1,0,3,0,0,0,.9984837400819305,,,,,,
110552,110,552,1968,.000058000001,.00059000001,4,4,7,3,3,1,4,6317,2,0,0,0,0,0,3,.91049385,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110553,110,553,1968,.000058000001,.000252,4,4,0,3,9,1,-9,6468,2,0,0,0,0,0,3,.81290323,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110560,110,560,1968,.000058000001,.005663,4,4,7,3,3,1,4,8761,2,0,0,0,0,0,3,.98986191,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110570,110,570,1968,.000058000001,.000058000001,4,4,9,3,0,1,9,6194,2,0,0,0,0,0,3,.5,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110571,110,571,1968,.000058000001,.000032,4,4,10,3,0,1,10,6051,2,0,0,0,0,0,3,.64444447,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110572,110,572,1968,.000058000001,.000023000001,4,4,3,3,3,1,0,6389,0,0,0,0,0,0,1,.71604937,0,0,1,0,1,0,0,0,.9998979006195441,,,,,,
110580,110,580,1968,.000058000001,.000443,4,4,2,3,4,1,-2,7366,2,0,0,0,0,0,3,.88423151,0,-2,1,0,3,0,0,0,.9984837400819305,,,,,,
110590,110,590,1968,.000058000001,.000078999998,4,4,9,3,0,1,9,8050,0,0,0,0,0,0,1,.57664233,0,1,1,0,1,0,0,0,.9998979006195441,,,,,,
110600,110,600,1968,.000058000001,.002073,4,4,0,3,9,1,-9,3771,2,0,0,0,0,0,3,.97278273,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110615,110,615,1968,.000058000001,.001786,4,4,0,3,9,1,-9,4358,2,0,0,0,0,0,3,.96854663,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110616,110,616,1968,.000058000001,.00059499999,4,4,0,3,9,1,-9,4747,2,0,0,0,0,0,3,.91117918,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110620,110,620,1968,.000058000001,.00031800001,4,4,0,3,7,1,-7,4888,2,0,0,0,0,0,3,.84574467,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110625,110,625,1968,.000058000001,.001018,4,4,8,3,1,1,7,6145,2,0,0,0,0,0,3,.94609666,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110630,110,630,1968,.000058000001,.005351,4,4,0,3,10,1,-10,7029,2,0,0,0,0,0,3,.98927712,0,-10,1,0,3,0,0,0,.9984837400819305,,,,,,
110640,110,640,1968,.000058000001,.0082430001,4,4,9,3,0,1,9,5977,2,0,0,0,0,0,3,.99301291,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110645,110,645,1968,.000058000001,.002234,4,4,0,3,7,1,-7,6684,2,0,0,0,0,0,3,.97469461,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110651,110,651,1968,.000058000001,.0071450002,4,4,0,3,7,1,-7,5955,2,0,0,0,0,0,3,.99194777,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110652,110,652,1968,.000058000001,.0014299999,4,4,0,3,7,1,-7,6221,2,0,0,0,0,0,3,.96102148,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110660,110,660,1968,.000058000001,.00044900001,4,4,4,3,2,1,2,6172,2,0,0,0,0,0,3,.88560158,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110663,110,663,1968,.000058000001,.00074599998,4,4,0,3,9,1,-9,6215,2,0,0,0,0,0,3,.92786068,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110666,110,666,1968,.000058000001,.00153,4,4,9,3,0,1,9,6176,2,0,0,0,0,0,3,.96347606,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110670,110,670,1968,.000058000001,.001312,4,4,0,3,10,1,-10,6952,2,0,0,0,0,0,3,.95766425,0,-10,1,0,3,0,0,0,.9984837400819305,,,,,,
110678,110,678,1968,.000058000001,.00034200001,4,4,0,3,3,1,-3,6916,2,0,0,0,0,0,3,.85500002,0,-3,1,0,3,0,0,0,.9984837400819305,,,,,,
110680,110,680,1968,.000058000001,.000189,4,4,0,3,5,1,-5,7001,1,0,0,0,0,0,2,.7651822,0,-5,1,0,2,0,0,0,.9991033134220149,,,,,,
110690,110,690,1968,.000058000001,.000275,4,4,0,3,9,1,-9,6951,2,0,0,0,0,0,3,.82582581,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110700,110,700,1968,.000058000001,.001402,4,4,0,3,7,1,-7,7983,2,0,0,0,0,0,3,.96027398,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110710,110,710,1968,.000058000001,.108571,4,4,0,3,9,1,-9,9198,2,0,0,0,0,0,3,.99946606,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110712,110,712,1968,.000058000001,.00039999999,4,4,0,3,7,1,-7,8556,2,0,0,0,0,0,3,.87336242,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110713,110,713,1968,.000058000001,.0061670002,4,4,0,3,8,1,-8,10246,2,0,0,0,0,0,3,.99068272,0,-8,1,0,3,0,0,0,.9984837400819305,,,,,,
110731,110,731,1968,.000058000001,.0056250002,4,4,0,3,9,1,-9,9270,2,0,0,0,0,0,3,.98979414,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110732,110,732,1968,.000058000001,.0093489997,4,4,1,3,4,1,-3,9362,2,0,0,0,0,0,3,.99383438,0,-3,1,0,3,0,0,0,.9984837400819305,,,,,,
110740,110,740,1968,.000058000001,.04989,4,4,10,3,0,1,10,9286,2,0,0,0,0,0,3,.99883878,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110750,110,750,1968,.000058000001,.051229,4,4,9,3,0,1,9,8597,2,0,0,0,0,0,3,.99886912,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110770,110,770,1968,.000058000001,.01163,4,4,4,3,1,1,3,8208,2,0,0,0,0,0,3,.99503767,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110775,110,775,1968,.000058000001,.0027650001,4,4,0,3,7,1,-7,10053,2,0,0,0,0,0,3,.97945446,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110780,110,780,1968,.000058000001,.00088100001,4,4,7,3,0,1,7,9401,2,0,0,0,0,0,3,.93823218,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110781,110,781,1968,.000058000001,6.0000002e-06,4,4,,3,,1,,9027,2,0,0,0,0,0,3,.90625,0,,1,0,3,0,0,0,,,,,,,
110790,110,790,1968,.000058000001,.00066000002,4,4,0,3,9,1,-9,9036,2,0,0,0,0,0,3,.91922003,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110800,110,800,1968,.000058000001,.0037140001,4,4,,3,,1,,10409,2,0,0,0,0,0,3,.98462355,0,,1,0,3,0,0,0,,,,,,,
110811,110,811,1968,.000058000001,.001075,4,4,0,3,9,1,-9,10727,2,0,0,0,0,0,3,.94880849,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110812,110,812,1968,.000058000001,.00087799999,4,4,,3,,1,,10291,2,0,0,0,0,0,3,.93803418,0,,1,0,3,0,0,0,,,,,,,
110816,110,816,1968,.000058000001,.0051279999,4,4,0,3,8,1,-8,10239,2,0,0,0,0,0,3,.98881602,0,-8,1,0,3,0,0,0,.9984837400819305,,,,,,
110817,110,817,1968,.000058000001,.0072269998,4,4,1,3,4,1,-3,10848,2,0,0,0,0,0,3,.99203843,0,-3,1,0,3,0,0,0,.9984837400819305,,,,,,
110820,110,820,1968,.000058000001,.001305,4,4,10,3,0,1,10,10897,2,0,0,0,0,0,3,.95744681,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110830,110,830,1968,.000058000001,.00072399998,4,4,2,3,4,1,-2,11087,2,0,0,0,0,0,3,.9258312,0,-2,1,0,3,0,0,0,.9984837400819305,,,,,,
110840,110,840,1968,.000058000001,.0035359999,4,4,6,3,1,1,5,10969,2,0,0,0,0,0,3,.98386198,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110850,110,850,1968,.000058000001,.013033,4,4,0,3,7,1,-7,11415,2,0,0,0,0,0,3,.99556947,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110900,110,900,1968,.000058000001,.0078210002,4,4,10,3,0,1,10,9821,2,0,0,0,0,0,3,.99263865,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110920,110,920,1968,.000058000001,.000711,4,4,10,3,0,1,10,8427,2,0,0,0,0,0,3,.92457736,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
130135,130,135,1968,.00074799999,.0022219999,1,4,0,3,7,1,-7,0,114,0,0,0,0,0,13,.74814814,1,-7,1,0,13,0,0,0,.9961074757884542,,,,,,
130140,130,140,1968,.00074799999,.014456,1,4,0,3,9,1,-9,2348,114,0,0,0,0,0,115,.95080245,1,-9,1,0,115,0,0,0,.9828389720586278,,,,,,
130145,130,145,1968,.00074799999,.00058499997,1,4,0,3,4,1,-4,1329,114,0,0,0,0,0,115,.5611403,1,-4,1,0,115,0,0,0,.9828389720586278,,,,,,
130150,130,150,1968,.00074799999,.00030099999,1,4,0,3,8,1,-8,2222,92,0,0,0,0,0,110,.71306008,1,-8,1,0,110,0,0,0,.9843491088857846,,,,,,
130155,130,155,1968,.00074799999,.0024369999,1,4,6,3,0,1,6,2354,114,0,0,0,0,0,115,.76514912,1,1,1,0,115,0,0,0,.9828389720586278,,,,,,
130160,130,160,1968,.00074799999,.0066749998,1,4,0,3,9,1,-9,2708,114,0,0,0,0,0,115,.89923209,1,-9,1,0,115,0,0,0,.9828389720586278,,,,,,
130165,130,165,1968,.00074799999,.00062000001,1,4,8,3,0,1,8,2797,86,0,0,0,0,0,87,.54678363,1,1,1,0,87,0,0,0,.987828888820079,,,,,,
130200,130,200,1968,.00074799999,.031808998,4,4,10,3,0,1,10,5738,114,0,0,0,0,0,115,.97702491,0,1,1,0,115,0,0,0,.9828389720586278,,,,,,
130205,130,205,1968,.00074799999,.00060000003,4,4,10,3,0,1,10,5511,46,0,0,0,0,0,47,.55489612,0,1,1,0,47,0,0,0,.991505010997567,,,,,,
130210,130,210,1968,.00074799999,.0062429998,4,4,10,3,0,1,10,5959,23,0,0,0,0,0,111,.89300531,0,1,1,0,111,0,0,0,.9843491088857846,,,,,,
130211,130,211,1968,.00074799999,.0071789999,4,4,10,3,0,1,10,5924,23,0,0,0,0,0,111,.90563893,0,1,1,0,111,0,0,0,.9843491088857846,,,,,,
130212,130,212,1968,.00074799999,.0016749999,4,4,10,3,0,1,10,5995,24,0,0,0,0,0,46,.69129181,0,1,1,0,46,0,0,0,.9916560221671965,,,,,,
130220,130,220,1968,.00074799999,.024962001,4,4,6,3,1,1,5,5820,24,0,0,0,0,0,114,.97090626,0,1,1,0,114,0,0,0,.9832934892558162,,,,,,
130225,130,225,1968,.00074799999,.0017199999,4,4,10,3,0,1,10,6045,114,0,0,0,0,0,115,.69692057,0,1,1,0,115,0,0,0,.9828389720586278,,,,,,
130230,130,230,1968,.00074799999,.0096779997,4,4,0,3,7,1,-7,5439,114,0,0,0,0,0,115,.92825627,0,-7,1,0,115,0,0,0,.9828389720586278,,,,,,
130235,130,235,1968,.00074799999,.0026110001,4,4,0,3,9,1,-9,5130,114,0,0,0,0,0,115,.77731466,0,-9,1,0,115,0,0,0,.9828389720586278,,,,,,
130260,130,260,1968,.00074799999,.035746001,4,4,10,3,0,1,10,6044,13,0,0,0,0,0,14,.97950345,0,1,1,0,14,0,0,0,.9959794609137577,,,,,,
130265,130,265,1968,.00074799999,.0088710003,4,4,0,3,9,1,-9,6194,14,0,0,0,0,0,15,.92223722,0,-9,1,0,15,0,0,0,.9958884908456452,,,,,,
130290,130,290,1968,.00074799999,.014085,4,4,0,3,7,1,-7,6637,23,0,0,0,0,0,45,.94957191,0,-7,1,0,45,0,0,0,.9917291880935604,,,,,,
130305,130,305,1968,.00074799999,.003207,4,4,10,3,0,1,10,6460,13,0,0,0,0,0,34,.81087232,0,1,1,0,34,0,0,0,.9930839568480035,,,,,,
130310,130,310,1968,.00074799999,.0042409999,4,4,0,3,7,1,-7,6589,49,0,0,0,0,0,50,.85007018,0,-7,1,0,50,0,0,0,.9912391973953577,,,,,,
130315,130,315,1968,.00074799999,.010217,4,4,,3,,1,,6368,23,0,0,0,0,0,46,.93178296,0,,1,0,46,0,0,0,,,,,,,
130325,130,325,1968,.00074799999,.020675,4,4,10,3,0,1,10,6285,114,0,0,0,0,0,115,.96508425,0,1,1,0,115,0,0,0,.9828389720586278,,,,,,
130338,130,338,1968,.00074799999,.000037999998,4,4,,3,,1,,6402,4,0,0,0,0,0,5,.95165396,0,,1,0,5,0,0,0,,,,,,,
130339,130,339,1968,.00074799999,.00062800001,4,4,0,3,9,1,-9,6666,24,0,0,0,0,0,51,.54360467,0,-9,1,0,51,0,0,0,.991210581909919,,,,,,
130345,130,345,1968,.00074799999,.0050670002,4,4,0,3,7,1,-7,6676,24,0,0,0,0,0,89,.87136716,0,-7,1,0,89,0,0,0,.9877268916080807,,,,,,
130350,130,350,1968,.00074799999,.0026,4,4,0,3,7,1,-7,6899,24,0,0,0,0,0,113,.77658302,0,-7,1,0,113,0,0,0,.9832934892558162,,,,,,
130352,130,352,1968,.00074799999,.000062999999,4,4,7,3,0,1,7,7459,8,0,0,0,0,0,9,.9223181,0,1,1,0,9,0,0,0,.9967969348203639,,,,,,
130355,130,355,1968,.00074799999,.0034640001,4,4,0,3,7,1,-7,6834,60,0,0,0,0,0,61,.82241213,0,-7,1,0,61,0,0,0,.9899805960010563,,,,,,
130360,130,360,1968,.00074799999,.006945,4,4,0,3,7,1,-7,6952,90,0,0,0,0,0,91,.90276873,0,-7,1,0,91,0,0,0,.9876182271205336,,,,,,
130365,130,365,1968,.00074799999,.163422,4,4,0,3,7,1,-7,7228,114,0,0,0,0,0,115,.99544376,0,-7,1,0,115,0,0,0,.9828389720586278,,,,,,
130375,130,375,1968,.00074799999,.001595,4,4,10,3,0,1,10,6698,51,0,0,0,0,0,52,.6807512,0,1,1,0,52,0,0,0,.991210581909919,,,,,,
130380,130,380,1968,.00074799999,.0051409998,4,4,10,3,0,1,10,6468,114,0,0,0,0,0,115,.87298352,0,1,1,0,115,0,0,0,.9828389720586278,,,,,,
130385,130,385,1968,.00074799999,.001939,4,4,10,3,0,1,10,6211,23,0,0,0,0,0,60,.72162265,0,1,1,0,60,0,0,0,.9901406996285514,,,,,,
130390,130,390,1968,.00074799999,.001958,4,4,10,3,0,1,10,6279,23,0,0,0,0,0,111,.72357726,0,1,1,0,111,0,0,0,.9843491088857846,,,,,,
130395,130,395,1968,.00074799999,.000036000001,4,4,10,3,0,1,10,5277,24,0,0,0,0,0,25,.95408165,0,1,1,0,25,0,0,0,.9942975248311444,,,,,,
130411,130,411,1968,.00074799999,.000015,4,4,,3,,1,,6038,0,0,0,0,0,0,1,.98034078,0,,1,0,1,0,0,0,,,,,,,
130420,130,420,1968,.00074799999,.000021,4,4,10,3,0,1,10,4344,3,0,0,0,0,0,4,.97269183,0,1,1,0,4,0,0,0,.9980678165950512,,,,,,
130432,130,432,1968,.00074799999,.00033400001,4,4,0,3,7,1,-7,4913,8,0,0,0,0,0,9,.69131237,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130433,130,433,1968,.00074799999,.00043300001,4,4,0,3,7,1,-7,4299,8,0,0,0,0,0,9,.63336158,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130434,130,434,1968,.00074799999,.000182,4,4,0,3,7,1,-7,5616,8,0,0,0,0,0,9,.80430108,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130435,130,435,1968,.00074799999,.000073000003,4,4,0,3,7,1,-7,4432,8,0,0,0,0,0,9,.91108406,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130436,130,436,1968,.00074799999,.000193,4,4,0,3,7,1,-7,5597,8,0,0,0,0,0,9,.79489905,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130437,130,437,1968,.00074799999,.000379,4,4,0,3,9,1,-9,5074,8,0,0,0,0,0,9,.66370898,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
130438,130,438,1968,.00074799999,.00030300001,4,4,0,3,9,1,-9,4509,10,0,0,0,0,0,11,.71170312,0,-9,1,0,11,0,0,0,.9964305812357573,,,,,,
130439,130,439,1968,.00074799999,.00026599999,4,4,0,3,7,1,-7,5349,8,0,0,0,0,0,9,.73767257,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130450,130,450,1968,.00074799999,.000102,4,4,0,3,6,1,-6,4694,48,0,0,0,0,0,49,.88,0,-6,1,0,49,0,0,0,.991266896587041,,,,,,
130451,130,451,1968,.00074799999,.000185,4,4,4,3,2,1,2,4535,7,0,0,0,0,0,8,.8017149,0,1,1,0,8,0,0,0,.9970003914480851,,,,,,
130452,130,452,1968,.00074799999,.00077799999,4,4,0,3,7,1,-7,5419,11,0,0,0,0,0,12,.50982964,0,-7,1,0,12,0,0,0,.9962113820646448,,,,,,
130461,130,461,1968,.00074799999,.00013499999,4,4,0,3,7,1,-7,5519,8,0,0,0,0,0,9,.84711212,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130471,130,471,1968,.00074799999,.00046400001,4,4,0,3,7,1,-7,6228,8,0,0,0,0,0,9,.61716169,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130475,130,475,1968,.00074799999,.0046470002,4,4,0,3,7,1,-7,5932,8,0,0,0,0,0,9,.8613531,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130481,130,481,1968,.00074799999,.000065,4,4,0,3,7,1,-7,6083,8,0,0,0,0,0,9,.92004919,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130482,130,482,1968,.00074799999,.00012899999,4,4,0,3,9,1,-9,6714,8,0,0,0,0,0,9,.85290766,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
130483,130,483,1968,.00074799999,.000214,4,4,0,3,9,1,-9,6468,8,0,0,0,0,0,9,.77754676,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
130484,130,484,1968,.00074799999,.00017,4,4,0,3,7,1,-7,6484,8,0,0,0,0,0,9,.81481481,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
130490,130,490,1968,.00074799999,.001963,4,4,0,3,9,1,-9,6485,8,0,0,0,0,0,9,.72408706,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
130500,130,500,1968,.00074799999,.000558,4,4,0,3,6,1,-6,7683,6,0,0,0,0,0,7,.57274121,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
130501,130,501,1968,.00074799999,.00076299999,4,4,3,3,3,1,0,7974,5,0,0,0,0,0,6,.50496358,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
130510,130,510,1968,.00074799999,.00073000003,4,4,0,3,7,1,-7,8129,7,0,0,0,0,0,8,.50608927,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
130516,130,516,1968,.00074799999,.000176,4,4,0,3,7,1,-7,7457,6,0,0,0,0,0,7,.80952382,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
